,text,topic_label,sentiment,stockmarket
78415," RT @Leilan93226934: تابلوی بورس نماینده ی وضعیت اقتصادی و تولیدی کشور است.
شما با تولید و سرمایه ی مردمی که خود دعوتشان کردید،چه می کنید؟؟؟… تابلوی بورس نماینده ی وضعیت اقتصادی و تولیدی کشور است.
شما با تولید و سرمایه ی مردمی که خود دعوتشان کردید،چه می کنید؟؟؟؟۱۵
#استیضاح_وزیر_ناکارآمد
#استیضاح_خاندوزی 
 #نمره_صفر_به_عملکرد_خاندوزی 
#امنیت_سرمایه_گذاری   #بورس_دغدغه_مردم
#وقت_عمل
#بورس_را_دریابید",economics,-1,1
19107," @Hajpichkak اینکه انتصابات فامیلی رو نمی بینید نشان از نگاه دقیق شما به مسائل داره!
از روزی که ایشون اومدن دلار پنج هزارتومن افزایش داشته و خیلی اجناس ده ها درصد گرون تر شدند! دقیقا ایشون چه گشایشی ایجاد کردند؟ ",economics,-1,1
49786, @rrghadi01 دیگه الان کلید حل اقتصاد تو جیب آ محسن رضایی یه چشمک بزن بهش بگو حاج محسن اقتصاد و دریایب نیازی هم به این ساده دل نیست ,economics,0,0
84881," RT @Kawa2021K: #اقتصاد_دستوری
#نرخ_گذاری_دستوری
#وعده_دروغ
#نه_به_نوسانگیری_الگوریتمی
#امنیت_سرمایه_گذاری 
#استیضاح_خاندوزی
#رئیسی_بورس_رو_… #اقتصاد_دستوری
#نرخ_گذاری_دستوری
#وعده_دروغ
#نه_به_نوسانگیری_الگوریتمی
#امنیت_سرمایه_گذاری 
#استیضاح_خاندوزی
#رئیسی_بورس_رو_دریاب
#بورس_دغدغه_مردم
#خاندوزی_عامل_پولسوزی

 ۴۰ درصد از تورم جا ماندیم و ۶۰ درصد سهام ریخت حد اقل یعنی دارایی ما شد #صفر شد #هیچ",economics,-1,1
92375, جناب خاندوزی واجب شد بیاین و توضیح بدین!!؟؟؟؟ https://t.co/tEP8SxjicO ,economics,0,0
96843, @DavariAbdolreza جناب خاندوزی که فرمایش دیگری میکنند :میفرمایند بدون استقراض بودجه را تامین کردیم ,economics,0,0
96915, جناب آقای خاندوزی @Khandoozi_se مشکل الان #بورس کمبود نقدینگی هست، برعکس دفعات قبل که نسبتهای سودآوری بالا بود و تخصیص اعتبار و یا خرید سهام توسط نهادها توجیه نداشت الان حتی میصرفه بنگاه ها تسهیلات بگیرند و سهم بخرند ، کف بازار با ۵ همت ترریق بسته میشه و اثر تورمی هم نداره . ,economics,0,1
96659, @a_1874ba جناب رئیسی #مخبر و #رضایی رو از سر راه خاندوزی برداره، خاندوزی کاربلده ,economics,1,0
81869," آقای خاندوزی این مسیری که در پیش گرفتی علیه بازار سرمایه تهش استیضاحه
مشاورانت همون کسانی هستند که بورس رو عامل تورم اعلام کردند 
مراقب باش که این آقایون ماشین اقتصاد روحانی رو هم ته دره فرستادند
باهاشون نشست و برخواست نکن 

#بورس_را_دریابید
#استیضاح_وزیر_ناکارآمد https://t.co/wEyWzo9ThJ ",economics,-1,1
97735, @Khandoozi_se امروز هم شاخص ۲۳ هزار واحد ریخت ، تحت درایت خاندوزی سرمایه مردم پودر شد  #بورس #اقتصاد #خاندوزی #فساد https://t.co/Pl0C2gvAkd ,economics,-1,1
3486," دلار زیر ۳۰ هزار تومان آمد

قیمت دلار با دریافت نشانه",economics,1,1
83371," RT @Etelateroozir: فارغ از مدل رفتاری #محسن_بزرگی مدیرحقوقی #دانشگاه_آزاد در تبریک و تمجیدهای توئیتری، سوالم اینه الان از خاندوزی تعریف کرد… فارغ از مدل رفتاری #محسن_بزرگی مدیرحقوقی #دانشگاه_آزاد در تبریک و تمجیدهای توئیتری، سوالم اینه الان از خاندوزی تعریف کرد یا طعنه زد؟
پرستار، معاون حقوقی؟
@Khandoozi_se 
#به_داد_اساتید_دانشگاه_آزاد_برسید https://t.co/PMjI7e1w00",economics,0,0
59032, @dw_persian درمان اقتصاد با متخصص اقتصاد محسن رضایی معاونت اقتصادی که وعده داده بود کشور را به ۸ایالت اقتصادی تقسیم می کند، تحلیل من این است که این تقسیم و تغییر، تمرکززدایی می کند که امکان حملات یکپارچه سایبری را کم می کند و تقویت سیستم انفورماتیک-شبکه ای را به طریق اولی سبب می شود. ,economics,0,0
81601, @khabarizad @Alirezahse @Khandoozi_se خاندوزی کارشو بلده ,economics,1,0
78108," @mahdiehkordi رئیسی و خاندوزی و مثلا اقتصادان ها..
۱۰ تصمیم مهم برای بورس گرفتن که هیچ با ۱۰۰۰۰تصمیم هم نمیتونن این #بورس رو نجات دهند ازدست حقوقی هاناظرها چونکه اینا دولت زورشون به این میرسه که بیاین هم به حقوقی وناظر و هم به سهامدار باج بدن.ولی رهبری باج به هیچکس نمیده.سیدخدا توفقط اشاره کن ",economics,-1,1
86073, @Khandoozi_se خیلی بی شرفی خاندوزی ، سپردمت به امام حسین(ع) ، انشالله به کمرت بزنه ، از تو بی ناموس تر تو کابینه نیست ,economics,-1,1
86131," #بورس 
جلسه ۶ صبح امروز جمعی از نمایندگان با #دکتر_خاندوزی وزیر محترم اقتصاد در خصوص اوضاع نابسامان بورس.
دکتر خاندوزی توضیحات امیدوار کننده ای در خصوص اصلاح وضع بورس دادند. https://t.co/QyOqRuiApX ",economics,-1,1
73596," نایب رییس کمیسیون اقتصادی:
به ابراهیم رییسی بابت وضعیت بورس تذکر نمیدهیم چون رییس جمهور محترمی است،اما وزارت اقتصاد باید پاسخگو باشد ",economics,0,1
101444," وزیر نفت:

 فعال شدن بورس #انرژی سبب شفافیت بیشتر می",economics,1,1
51676, رئیس جمهور با بیان اینکه تمام تاکید دولت بر این است که تورم کاهش پیدا کند و کنترل های لازم صورت بگیرد، گفت: دولت سیاست,economics,0,0
96075, @kingof0011 خاندوزی گوه خورد ,economics,-1,0
59069," @bbcpersian محسن رضایی وعده داد ایران را به ۸ ایالت اقتصادی تقسیم می کند، درمان اقتصاد با متخصص اقتصاد محسن
بالطبع این تقسیمات و تغییرات اقتصادی، منجر به تمرکز زدایی خواهد شد که از نظر سایبری هم آسیب پذیری را کم می کند ",economics,0,0
60770,در شهریور موفق شدیم برخلاف ۵ماه اول، بدون ۱ریال استقراضِ جدید از بانک مرکزی، حقوق,economics,0,0
30406," میدانید چرا مجلس چپ و راست #طرح_صیانت میدهد اما در مورد اقتصاد و معیشت لال شده است؟ چون نمیتواند، گرچه بخواهد! چون تصمیم گیر و سیاست گذار #آن_دیگری است. ملت را هم نمیتوانند از خیابان حذف کنند لاجرم زورشان به سگ و گربه ها رسیده

#طرح_صیانت_از_حقوق_عامه_در_مقابل_حیوانات ",economics,-1,0
51699," 🔴بودجه اصلاح می شود / ادعای عجیب سازمان بورس!

👤مدیر روابط عمومی سازمان بورس در توییتر خبر داد:

🔵لحظاتی قبل مدیر روابط عمومی سازمان بورس با انتشار توییتی در صفحه شخصی خود، از موافقت ابراهیم رییسی برای اصلاح لایحه بودجه سال ۱۴۰۱ خبر داد. ",economics,0,1
95093, @Khandoozi_se آقای خاندوزی معلومه چه غلطی داری میکنی تو که عرضه نداره شاخص بورس رو بهبود ببخشی غلط کردی عهده دار وزارت شدی، با رئیس دفترت اسماعیلی جای اینکه بشینین مشکلات مردم رو حل کنین افتادین دنبال لیست ۱۰۰ نفره جنابعالی،برای ما مهم نیست که هستی  هر خری هستی مال خودتی کارتو درست,economics,-1,1
58793,"این صحنه سرخ فام، نتیجه عرضه فله ای اوراق قرضه برای تامین کسری بودجه دولت طی چندهفته اخیر است؛ اینکه همزمان برای مخارج دولت، هم از بانک مرکزی استقراض کنند و هم به بورس شبیخون بزنند، حتی در دولت روحانی هم اتفاق نیفتاده بود. مردم را بیش از این ناامید نکنید! https://t.co/pvutJnnbXN استاد شما میگفتی برادر محسن رضایی اقتصاد رو در کنار اقتدار دولت انقلابی مقتدر 
متحول میکنه!!!با چراغ دنبال روحانی خواهید گشت با تمام افتضاحاتی که داشت !! https://t.co/7hDsXjDda5 ",economics,-1,1
57670," الحمدلله همه مدعیان انقلابی گری که توهم اقتصاددانی داشتن توی دولت رئیسی سِمَت گرفتن.. خب بسم الله اقتصاد رو درست کنید دیگه!!! این از وضعیت اجاره و قیمت مسکن و  بازار خودرو... اونم از وضع بورس!! فقط تورو خدا بازم نگید تقصیره روحانیه و فلان!!! 
#خاندوزی
#محسن_رضایی
#مخبر ",economics,-1,1
80388,"#عملکرد مسئولین در بورس از زمان روی کار آمدن دولت.
#وعده_دروغ
#شاخص_خاندوزی 
#استیضاح_وزیر_ناکارآمد 
#دستکاری_شاخص
#بورس_را_دریابید 
#مافیا_در_بورس https://t.co/naVuKPB2YS #استیضاح_خاندوزی https://t.co/iObxPJaK9Y ",economics,-1,1
